Participante,VLT,Perfil,ID_Maze,tipo_De_Frase,Resposta,RT_Alvo,Ordem
50,5,Bilingue,3,Temp.Red.IV,1,1154,D
50,5,Bilingue,4,Temp.Red.IV,1,835,D
50,5,Bilingue,5,Temp.Red.IV,1,1507,D
50,5,Bilingue,6,Temp.Red.IV,2,1781,D
50,5,Bilingue,7,Temp.Red.IV,1,1011,D
50,5,Bilingue,8,Temp.Red.IV,2,1282,D
50,5,Bilingue,9,Non.Temp.Red.IV,2,1386,D
50,5,Bilingue,10,Non.Temp.Red.IV,2,1347,D
50,5,Bilingue,11,Non.Temp.Red.IV,2,1995,D
50,5,Bilingue,12,Non.Temp.Red.IV,1,1019,D
50,5,Bilingue,13,Non.Temp.Red.IV,1,2564,D
50,5,Bilingue,14,Non.Temp.Red.IV,2,1139,D
50,5,Bilingue,15,Non.Temp.Red.IV,1,1362,D
50,5,Bilingue,16,Non.Temp.Red.IV,0,-,D
50,5,Bilingue,17,Temp.Red.PV,2,955,D
50,5,Bilingue,18,Temp.Red.PV,1,1057,D
50,5,Bilingue,19,Temp.Red.PV,2,801,D
50,5,Bilingue,20,Temp.Red.PV,2,939,D
50,5,Bilingue,21,Temp.Red.PV,1,955,D
50,5,Bilingue,22,Temp.Red.PV,2,1138,D
50,5,Bilingue,23,Temp.Red.PV,1,1066,D
50,5,Bilingue,24,Temp.Red.PV,1,1162,D
51,5,Bilingue,1,Temp.Red.IV,1,1285,C
51,5,Bilingue,2,Temp.Red.IV,2,2232,C
51,5,Bilingue,3,Temp.Red.IV,1,1347,C
51,5,Bilingue,4,Temp.Red.IV,2,981,C
51,5,Bilingue,5,Temp.Red.IV,1,1561,C
51,5,Bilingue,6,Temp.Red.IV,2,922,C
51,5,Bilingue,7,Temp.Red.IV,2,933,C
51,5,Bilingue,8,Temp.Red.IV,2,1239,C
51,5,Bilingue,9,Non.Temp.Red.IV,2,1054,C
51,5,Bilingue,10,Non.Temp.Red.IV,1,1757,C
51,5,Bilingue,11,Non.Temp.Red.IV,2,1237,C
51,5,Bilingue,12,Non.Temp.Red.IV,2,1278,C
51,5,Bilingue,13,Non.Temp.Red.IV,1,1997,C
51,5,Bilingue,14,Non.Temp.Red.IV,1,1230,C
51,5,Bilingue,15,Non.Temp.Red.IV,2,1380,C
51,5,Bilingue,16,Non.Temp.Red.IV,2,2550,C
51,5,Bilingue,17,Temp.Red.PV,2,946,C
51,5,Bilingue,18,Temp.Red.PV,2,1143,C
51,5,Bilingue,19,Temp.Red.PV,1,1641,C
51,5,Bilingue,20,Temp.Red.PV,1,911,C
51,5,Bilingue,21,Temp.Red.PV,1,1085,C
51,5,Bilingue,22,Temp.Red.PV,2,2956,C
51,5,Bilingue,23,Temp.Red.PV,1,1426,C
51,5,Bilingue,24,Temp.Red.PV,2,1223,C
52,5,Bilingue,1,Temp.Red.IV,1,1030,C
52,5,Bilingue,2,Temp.Red.IV,1,933,C
52,5,Bilingue,3,Temp.Red.IV,1,1439,C
52,5,Bilingue,4,Temp.Red.IV,2,958,C
52,5,Bilingue,5,Temp.Red.IV,1,1531,C
52,5,Bilingue,6,Temp.Red.IV,2,1260,C
52,5,Bilingue,7,Temp.Red.IV,1,888,C
52,5,Bilingue,8,Temp.Red.IV,2,1613,C
52,5,Bilingue,9,Non.Temp.Red.IV,1,1240,C
52,5,Bilingue,10,Non.Temp.Red.IV,1,774,C
52,5,Bilingue,11,Non.Temp.Red.IV,1,1853,C
52,5,Bilingue,12,Non.Temp.Red.IV,2,766,C
52,5,Bilingue,13,Non.Temp.Red.IV,1,1571,C
52,5,Bilingue,14,Non.Temp.Red.IV,2,1109,C
52,5,Bilingue,15,Non.Temp.Red.IV,1,856,C
52,5,Bilingue,16,Non.Temp.Red.IV,2,2629,C
52,5,Bilingue,17,Temp.Red.PV,2,949,C
52,5,Bilingue,18,Temp.Red.PV,2,1033,C
52,5,Bilingue,19,Temp.Red.PV,1,1115,C
52,5,Bilingue,20,Temp.Red.PV,1,1058,C
52,5,Bilingue,21,Temp.Red.PV,1,1235,C
52,5,Bilingue,22,Temp.Red.PV,2,2793,C
52,5,Bilingue,23,Temp.Red.PV,1,2007,C
52,5,Bilingue,24,Temp.Red.PV,2,1472,C
53,5,Bilingue,1,Temp.Red.IV,2,1046,D
53,5,Bilingue,2,Temp.Red.IV,1,2304,D
53,5,Bilingue,3,Temp.Red.IV,1,1738,D
53,5,Bilingue,4,Temp.Red.IV,2,1962,D
53,5,Bilingue,5,Temp.Red.IV,1,1734,D
53,5,Bilingue,6,Temp.Red.IV,1,1146,D
53,5,Bilingue,7,Temp.Red.IV,1,963,D
53,5,Bilingue,8,Temp.Red.IV,1,1177,D
53,5,Bilingue,9,Non.Temp.Red.IV,1,1926,D
53,5,Bilingue,10,Non.Temp.Red.IV,2,1274,D
53,5,Bilingue,11,Non.Temp.Red.IV,1,1516,D
53,5,Bilingue,12,Non.Temp.Red.IV,2,1401,D
53,5,Bilingue,13,Non.Temp.Red.IV,2,1387,D
53,5,Bilingue,14,Non.Temp.Red.IV,1,1949,D
53,5,Bilingue,15,Non.Temp.Red.IV,2,1198,D
53,5,Bilingue,16,Non.Temp.Red.IV,1,1603,D
53,5,Bilingue,17,Temp.Red.PV,2,947,D
53,5,Bilingue,18,Temp.Red.PV,1,747,D
53,5,Bilingue,19,Temp.Red.PV,1,1101,D
53,5,Bilingue,20,Temp.Red.PV,2,879,D
53,5,Bilingue,21,Temp.Red.PV,2,970,D
53,5,Bilingue,22,Temp.Red.PV,1,1636,D
53,5,Bilingue,23,Temp.Red.PV,1,847,D
53,5,Bilingue,24,Temp.Red.PV,1,914,D
54,5,Bilingue,1,Temp.Red.IV,2,2792,C
54,5,Bilingue,2,Temp.Red.IV,2,1588,C
54,5,Bilingue,3,Temp.Red.IV,2,793,C
54,5,Bilingue,4,Temp.Red.IV,2,975,C
54,5,Bilingue,5,Temp.Red.IV,2,939,C
54,5,Bilingue,6,Temp.Red.IV,2,2448,C
54,5,Bilingue,7,Temp.Red.IV,2,1345,C
54,5,Bilingue,8,Temp.Red.IV,2,1242,C
54,5,Bilingue,9,Non.Temp.Red.IV,1,900,C
54,5,Bilingue,10,Non.Temp.Red.IV,1,673,C
54,5,Bilingue,11,Non.Temp.Red.IV,1,875,C
54,5,Bilingue,12,Non.Temp.Red.IV,1,839,C
54,5,Bilingue,13,Non.Temp.Red.IV,2,878,C
54,5,Bilingue,14,Non.Temp.Red.IV,2,1091,C
54,5,Bilingue,15,Non.Temp.Red.IV,2,903,C
54,5,Bilingue,16,Non.Temp.Red.IV,2,870,C
54,5,Bilingue,17,Temp.Red.PV,1,759,C
54,5,Bilingue,18,Temp.Red.PV,2,769,C
54,5,Bilingue,19,Temp.Red.PV,1,1171,C
54,5,Bilingue,20,Temp.Red.PV,2,859,C
54,5,Bilingue,21,Temp.Red.PV,2,593,C
54,5,Bilingue,22,Temp.Red.PV,2,1573,C
54,5,Bilingue,23,Temp.Red.PV,1,689,C
54,5,Bilingue,24,Temp.Red.PV,1,1279,C
57,5,Bilingue,1,Temp.Red.IV,2,5910,C
57,5,Bilingue,2,Temp.Red.IV,2,1200,C
57,5,Bilingue,3,Temp.Red.IV,1,1026,C
57,5,Bilingue,4,Temp.Red.IV,2,1827,C
57,5,Bilingue,5,Temp.Red.IV,2,1087,C
57,5,Bilingue,6,Temp.Red.IV,1,1094,C
57,5,Bilingue,7,Temp.Red.IV,1,929,C
57,5,Bilingue,8,Temp.Red.IV,1,878,C
57,5,Bilingue,9,Non.Temp.Red.IV,1,1613,C
57,5,Bilingue,10,Non.Temp.Red.IV,1,1892,C
57,5,Bilingue,11,Non.Temp.Red.IV,2,1376,C
57,5,Bilingue,12,Non.Temp.Red.IV,1,1394,C
57,5,Bilingue,13,Non.Temp.Red.IV,2,1774,C
57,5,Bilingue,14,Non.Temp.Red.IV,1,1325,C
57,5,Bilingue,15,Non.Temp.Red.IV,2,1702,C
57,5,Bilingue,16,Non.Temp.Red.IV,1,1914,C
57,5,Bilingue,17,Temp.Red.PV,1,984,C
57,5,Bilingue,18,Temp.Red.PV,2,1492,C
57,5,Bilingue,19,Temp.Red.PV,2,845,C
57,5,Bilingue,20,Temp.Red.PV,2,975,C
57,5,Bilingue,21,Temp.Red.PV,2,939,C
57,5,Bilingue,22,Temp.Red.PV,1,1666,C
57,5,Bilingue,23,Temp.Red.PV,1,1151,C
57,5,Bilingue,24,Temp.Red.PV,2,974,C
64,5,Bilingue,1,Temp.Red.IV,2,2248,B
64,5,Bilingue,2,Temp.Red.IV,1,878,B
64,5,Bilingue,3,Temp.Red.IV,1,1078,B
64,5,Bilingue,4,Temp.Red.IV,1,1014,B
64,5,Bilingue,5,Temp.Red.IV,1,2081,B
64,5,Bilingue,6,Temp.Red.IV,2,1358,B
64,5,Bilingue,7,Temp.Red.IV,2,706,B
64,5,Bilingue,8,Temp.Red.IV,1,1612,B
64,5,Bilingue,9,Non.Temp.Red.IV,2,1339,B
64,5,Bilingue,10,Non.Temp.Red.IV,1,2029,B
64,5,Bilingue,11,Non.Temp.Red.IV,2,907,B
64,5,Bilingue,12,Non.Temp.Red.IV,2,1405,B
64,5,Bilingue,13,Non.Temp.Red.IV,2,1297,B
64,5,Bilingue,14,Non.Temp.Red.IV,1,1790,B
64,5,Bilingue,15,Non.Temp.Red.IV,1,1328,B
64,5,Bilingue,16,Non.Temp.Red.IV,0,-,B
64,5,Bilingue,17,Temp.Red.PV,2,838,B
64,5,Bilingue,18,Temp.Red.PV,1,1156,B
64,5,Bilingue,19,Temp.Red.PV,1,963,B
64,5,Bilingue,20,Temp.Red.PV,2,837,B
64,5,Bilingue,21,Temp.Red.PV,1,861,B
64,5,Bilingue,22,Temp.Red.PV,1,881,B
64,5,Bilingue,23,Temp.Red.PV,1,882,B
64,5,Bilingue,24,Temp.Red.PV,1,1063,B
36,5,Bilingue,1,Temp.Red.IV,2,2250,A
36,5,Bilingue,2,Temp.Red.IV,1,739,A
36,5,Bilingue,3,Temp.Red.IV,1,3681,A
36,5,Bilingue,4,Temp.Red.IV,1,892,A
36,5,Bilingue,5,Temp.Red.IV,1,1451,A
36,5,Bilingue,6,Temp.Red.IV,1,1891,A
36,5,Bilingue,7,Temp.Red.IV,2,899,A
36,5,Bilingue,8,Temp.Red.IV,2,875,A
36,5,Bilingue,9,Non.Temp.Red.IV,1,2172,A
36,5,Bilingue,10,Non.Temp.Red.IV,2,1387,A
36,5,Bilingue,11,Non.Temp.Red.IV,2,923,A
36,5,Bilingue,12,Non.Temp.Red.IV,1,978,A
36,5,Bilingue,13,Non.Temp.Red.IV,1,2022,A
36,5,Bilingue,14,Non.Temp.Red.IV,1,1634,A
36,5,Bilingue,15,Non.Temp.Red.IV,2,834,A
36,5,Bilingue,16,Non.Temp.Red.IV,1,1178,A
36,5,Bilingue,17,Temp.Red.PV,2,931,A
36,5,Bilingue,18,Temp.Red.PV,1,754,A
36,5,Bilingue,19,Temp.Red.PV,2,821,A
36,5,Bilingue,20,Temp.Red.PV,1,813,A
36,5,Bilingue,21,Temp.Red.PV,1,947,A
36,5,Bilingue,22,Temp.Red.PV,1,997,A
36,5,Bilingue,23,Temp.Red.PV,1,1355,A
36,5,Bilingue,24,Temp.Red.PV,1,801,A
76,5,Bilingue,1,Temp.Red.IV,1,1392,A
76,5,Bilingue,2,Temp.Red.IV,2,1144,A
76,5,Bilingue,3,Temp.Red.IV,2,1290,A
76,5,Bilingue,4,Temp.Red.IV,2,1931,A
76,5,Bilingue,5,Temp.Red.IV,1,1437,A
76,5,Bilingue,6,Temp.Red.IV,1,1448,A
76,5,Bilingue,7,Temp.Red.IV,2,1279,A
76,5,Bilingue,8,Temp.Red.IV,2,1156,A
76,5,Bilingue,9,Non.Temp.Red.IV,1,1257,A
76,5,Bilingue,10,Non.Temp.Red.IV,2,1786,A
76,5,Bilingue,11,Non.Temp.Red.IV,1,987,A
76,5,Bilingue,12,Non.Temp.Red.IV,2,1358,A
76,5,Bilingue,13,Non.Temp.Red.IV,2,1415,A
76,5,Bilingue,14,Non.Temp.Red.IV,2,1493,A
76,5,Bilingue,15,Non.Temp.Red.IV,2,1155,A
76,5,Bilingue,16,Non.Temp.Red.IV,2,1605,A
76,5,Bilingue,17,Temp.Red.PV,1,919,A
76,5,Bilingue,18,Temp.Red.PV,2,975,A
76,5,Bilingue,19,Temp.Red.PV,1,1111,A
76,5,Bilingue,20,Temp.Red.PV,2,1223,A
76,5,Bilingue,21,Temp.Red.PV,1,1358,A
76,5,Bilingue,22,Temp.Red.PV,2,1077,A
76,5,Bilingue,23,Temp.Red.PV,2,987,A
76,5,Bilingue,24,Temp.Red.PV,1,987,A
18,1,Bilingue,1,Temp.Red.IV,1,1985,A
18,1,Bilingue,2,Temp.Red.IV,1,1279,A
18,1,Bilingue,3,Temp.Red.IV,1,818,A
18,1,Bilingue,4,Temp.Red.IV,2,1912,A
18,1,Bilingue,5,Temp.Red.IV,1,1549,A
18,1,Bilingue,6,Temp.Red.IV,2,3321,A
18,1,Bilingue,7,Temp.Red.IV,1,1759,A
18,1,Bilingue,8,Temp.Red.IV,2,1111,A
18,1,Bilingue,9,Non.Temp.Red.IV,2,1797,A
18,1,Bilingue,10,Non.Temp.Red.IV,2,1140,A
18,1,Bilingue,11,Non.Temp.Red.IV,2,1729,A
18,1,Bilingue,12,Non.Temp.Red.IV,2,1593,A
18,1,Bilingue,13,Non.Temp.Red.IV,2,2054,A
18,1,Bilingue,14,Non.Temp.Red.IV,1,1261,A
18,1,Bilingue,15,Non.Temp.Red.IV,2,1892,A
18,1,Bilingue,16,Non.Temp.Red.IV,0,0,A
18,1,Bilingue,17,Temp.Red.PV,2,1214,A
18,1,Bilingue,18,Temp.Red.PV,2,1735,A
18,1,Bilingue,19,Temp.Red.PV,2,1650,A
18,1,Bilingue,20,Temp.Red.PV,2,2034,A
18,1,Bilingue,21,Temp.Red.PV,1,3382,A
18,1,Bilingue,22,Temp.Red.PV,1,3202,A
18,1,Bilingue,23,Temp.Red.PV,2,1706,A
18,1,Bilingue,24,Temp.Red.PV,2,1254,A
26,1,Bilingue,1,Temp.Red.IV,1,3291,A
26,1,Bilingue,2,Temp.Red.IV,1,2499,A
26,1,Bilingue,3,Temp.Red.IV,2,1460,A
26,1,Bilingue,4,Temp.Red.IV,2,1611,A
26,1,Bilingue,5,Temp.Red.IV,2,2362,A
26,1,Bilingue,6,Temp.Red.IV,1,1651,A
26,1,Bilingue,7,Temp.Red.IV,1,1875,A
26,1,Bilingue,8,Temp.Red.IV,1,2898,A
26,1,Bilingue,9,Non.Temp.Red.IV,1,1795,A
26,1,Bilingue,10,Non.Temp.Red.IV,1,3219,A
26,1,Bilingue,11,Non.Temp.Red.IV,2,3148,A
26,1,Bilingue,12,Non.Temp.Red.IV,0,0,A
26,1,Bilingue,13,Non.Temp.Red.IV,1,1993,A
26,1,Bilingue,14,Non.Temp.Red.IV,2,1268,A
26,1,Bilingue,15,Non.Temp.Red.IV,2,1827,A
26,1,Bilingue,16,Non.Temp.Red.IV,0,0,A
26,1,Bilingue,17,Temp.Red.PV,0,0,A
26,1,Bilingue,18,Temp.Red.PV,1,906,A
26,1,Bilingue,19,Temp.Red.PV,1,2330,A
26,1,Bilingue,20,Temp.Red.PV,2,1468,A
26,1,Bilingue,21,Temp.Red.PV,0,0,A
26,1,Bilingue,22,Temp.Red.PV,0,0,A
26,1,Bilingue,23,Temp.Red.PV,1,3548,A
26,1,Bilingue,24,Temp.Red.PV,1,1851,A
39,1,Bilingue,1,Temp.Red.IV,1,2924,B
39,1,Bilingue,2,Temp.Red.IV,1,1895,B
39,1,Bilingue,3,Temp.Red.IV,2,2066,B
39,1,Bilingue,4,Temp.Red.IV,1,4603,B
39,1,Bilingue,5,Temp.Red.IV,2,2066,B
39,1,Bilingue,6,Temp.Red.IV,2,5833,B
39,1,Bilingue,7,Temp.Red.IV,1,1352,B
39,1,Bilingue,8,Temp.Red.IV,1,943,B
39,1,Bilingue,9,Non.Temp.Red.IV,1,2223,B
39,1,Bilingue,10,Non.Temp.Red.IV,0,0,B
39,1,Bilingue,11,Non.Temp.Red.IV,0,0,B
39,1,Bilingue,12,Non.Temp.Red.IV,2,2286,B
39,1,Bilingue,13,Non.Temp.Red.IV,0,0,B
39,1,Bilingue,14,Non.Temp.Red.IV,1,3612,B
39,1,Bilingue,15,Non.Temp.Red.IV,1,3250,B
39,1,Bilingue,16,Non.Temp.Red.IV,0,0,B
39,1,Bilingue,17,Temp.Red.PV,1,2261,B
39,1,Bilingue,18,Temp.Red.PV,2,1062,B
39,1,Bilingue,19,Temp.Red.PV,1,1028,B
39,1,Bilingue,20,Temp.Red.PV,2,1145,B
39,1,Bilingue,21,Temp.Red.PV,2,1557,B
39,1,Bilingue,22,Temp.Red.PV,2,1441,B
39,1,Bilingue,23,Temp.Red.PV,1,4687,B
39,1,Bilingue,24,Temp.Red.PV,1,1778,B
11,2,Bilingue,1,Temp.Red.IV,2,4558,A
11,2,Bilingue,2,Temp.Red.IV,2,1805,A
11,2,Bilingue,3,Temp.Red.IV,2,1299,A
11,2,Bilingue,4,Temp.Red.IV,1,2963,A
11,2,Bilingue,5,Temp.Red.IV,2,1057,A
11,2,Bilingue,6,Temp.Red.IV,1,5171,A
11,2,Bilingue,7,Temp.Red.IV,1,1632,A
11,2,Bilingue,8,Temp.Red.IV,1,2953,A
11,2,Bilingue,9,Non.Temp.Red.IV,2,1346,A
11,2,Bilingue,10,Non.Temp.Red.IV,2,2717,A
11,2,Bilingue,11,Non.Temp.Red.IV,2,2829,A
11,2,Bilingue,12,Non.Temp.Red.IV,2,3994,A
11,2,Bilingue,13,Non.Temp.Red.IV,1,2728,A
11,2,Bilingue,14,Non.Temp.Red.IV,2,1718,A
11,2,Bilingue,15,Non.Temp.Red.IV,1,3770,A
11,2,Bilingue,16,Non.Temp.Red.IV,0,0,A
11,2,Bilingue,17,Temp.Red.PV,2,2778,A
11,2,Bilingue,18,Temp.Red.PV,1,1821,A
11,2,Bilingue,19,Temp.Red.PV,1,3226,A
11,2,Bilingue,20,Temp.Red.PV,1,2414,A
11,2,Bilingue,21,Temp.Red.PV,2,2788,A
11,2,Bilingue,22,Temp.Red.PV,2,2018,A
11,2,Bilingue,23,Temp.Red.PV,2,3075,A
11,2,Bilingue,24,Temp.Red.PV,2,1107,A
16,2,Bilingue,1,Temp.Red.IV,2,5257,A
16,2,Bilingue,2,Temp.Red.IV,0,0,A
16,2,Bilingue,3,Temp.Red.IV,2,915,A
16,2,Bilingue,4,Temp.Red.IV,1,1461,A
16,2,Bilingue,5,Temp.Red.IV,1,1448,A
16,2,Bilingue,6,Temp.Red.IV,2,1136,A
16,2,Bilingue,7,Temp.Red.IV,2,2477,A
16,2,Bilingue,8,Temp.Red.IV,2,1317,A
16,2,Bilingue,9,Non.Temp.Red.IV,2,2081,A
16,2,Bilingue,10,Non.Temp.Red.IV,1,1381,A
16,2,Bilingue,11,Non.Temp.Red.IV,1,2572,A
16,2,Bilingue,12,Non.Temp.Red.IV,2,1644,A
16,2,Bilingue,13,Non.Temp.Red.IV,2,1129,A
16,2,Bilingue,14,Non.Temp.Red.IV,2,1255,A
16,2,Bilingue,15,Non.Temp.Red.IV,2,1650,A
16,2,Bilingue,16,Non.Temp.Red.IV,0,0,A
16,2,Bilingue,17,Temp.Red.PV,2,1220,A
16,2,Bilingue,18,Temp.Red.PV,2,1353,A
16,2,Bilingue,19,Temp.Red.PV,2,1380,A
16,2,Bilingue,20,Temp.Red.PV,2,1432,A
16,2,Bilingue,21,Temp.Red.PV,1,1708,A
16,2,Bilingue,22,Temp.Red.PV,0,0,A
16,2,Bilingue,23,Temp.Red.PV,1,1613,A
16,2,Bilingue,24,Temp.Red.PV,1,2750,A
48,2,Bilingue,1,Temp.Red.IV,2,1129,B
48,2,Bilingue,2,Temp.Red.IV,1,2052,B
48,2,Bilingue,3,Temp.Red.IV,1,3172,B
48,2,Bilingue,4,Temp.Red.IV,2,2403,B
48,2,Bilingue,5,Temp.Red.IV,2,3029,B
48,2,Bilingue,6,Temp.Red.IV,1,2259,B
48,2,Bilingue,7,Temp.Red.IV,1,1025,B
48,2,Bilingue,8,Temp.Red.IV,2,1474,B
48,2,Bilingue,9,Non.Temp.Red.IV,1,2152,B
48,2,Bilingue,10,Non.Temp.Red.IV,1,1224,B
48,2,Bilingue,11,Non.Temp.Red.IV,2,1932,B
48,2,Bilingue,12,Non.Temp.Red.IV,1,2090,B
48,2,Bilingue,13,Non.Temp.Red.IV,2,1601,B
48,2,Bilingue,14,Non.Temp.Red.IV,2,3957,B
48,2,Bilingue,15,Non.Temp.Red.IV,2,1872,B
48,2,Bilingue,16,Non.Temp.Red.IV,1,2298,B
48,2,Bilingue,17,Temp.Red.PV,2,1582,B
48,2,Bilingue,18,Temp.Red.PV,1,1408,B
48,2,Bilingue,19,Temp.Red.PV,1,1640,B
48,2,Bilingue,20,Temp.Red.PV,2,1703,B
48,2,Bilingue,21,Temp.Red.PV,1,1819,B
48,2,Bilingue,22,Temp.Red.PV,1,2736,B
48,2,Bilingue,23,Temp.Red.PV,1,1234,B
48,2,Bilingue,24,Temp.Red.PV,2,2125,B
61,2,Bilingue,1,Temp.Red.IV,2,2262,A
61,2,Bilingue,2,Temp.Red.IV,0,0,A
61,2,Bilingue,3,Temp.Red.IV,1,2741,A
61,2,Bilingue,4,Temp.Red.IV,1,995,A
61,2,Bilingue,5,Temp.Red.IV,2,3966,A
61,2,Bilingue,6,Temp.Red.IV,0,0,A
61,2,Bilingue,7,Temp.Red.IV,1,2102,A
61,2,Bilingue,8,Temp.Red.IV,1,5846,A
61,2,Bilingue,9,Non.Temp.Red.IV,2,1246,A
61,2,Bilingue,10,Non.Temp.Red.IV,2,1465,A
61,2,Bilingue,11,Non.Temp.Red.IV,1,5210,A
61,2,Bilingue,12,Non.Temp.Red.IV,2,2633,A
61,2,Bilingue,13,Non.Temp.Red.IV,1,2626,A
61,2,Bilingue,14,Non.Temp.Red.IV,2,3083,A
61,2,Bilingue,15,Non.Temp.Red.IV,2,3425,A
61,2,Bilingue,16,Non.Temp.Red.IV,0,0,A
61,2,Bilingue,17,Temp.Red.PV,1,1962,A
61,2,Bilingue,18,Temp.Red.PV,2,1217,A
61,2,Bilingue,19,Temp.Red.PV,1,1738,A
61,2,Bilingue,20,Temp.Red.PV,1,1463,A
61,2,Bilingue,21,Temp.Red.PV,2,1518,A
61,2,Bilingue,22,Temp.Red.PV,2,1620,A
61,2,Bilingue,23,Temp.Red.PV,1,1988,A
61,2,Bilingue,24,Temp.Red.PV,2,1919,A
69,2,Bilingue,1,Temp.Red.IV,2,1510,A
69,2,Bilingue,2,Temp.Red.IV,1,1286,A
69,2,Bilingue,3,Temp.Red.IV,2,2847,A
69,2,Bilingue,4,Temp.Red.IV,1,1210,A
69,2,Bilingue,5,Temp.Red.IV,2,2020,A
69,2,Bilingue,6,Temp.Red.IV,1,1785,A
69,2,Bilingue,7,Temp.Red.IV,1,1883,A
69,2,Bilingue,8,Temp.Red.IV,2,2483,A
69,2,Bilingue,9,Non.Temp.Red.IV,1,1346,A
69,2,Bilingue,10,Non.Temp.Red.IV,2,2123,A
69,2,Bilingue,11,Non.Temp.Red.IV,1,3897,A
69,2,Bilingue,12,Non.Temp.Red.IV,1,2872,A
69,2,Bilingue,13,Non.Temp.Red.IV,1,3272,A
69,2,Bilingue,14,Non.Temp.Red.IV,1,1958,A
69,2,Bilingue,15,Non.Temp.Red.IV,1,1411,A
69,2,Bilingue,16,Non.Temp.Red.IV,0,0,A
69,2,Bilingue,17,Temp.Red.PV,1,1371,A
69,2,Bilingue,18,Temp.Red.PV,2,1659,A
69,2,Bilingue,19,Temp.Red.PV,2,1347,A
69,2,Bilingue,20,Temp.Red.PV,1,1097,A
69,2,Bilingue,21,Temp.Red.PV,1,1169,A
69,2,Bilingue,22,Temp.Red.PV,1,1308,A
69,2,Bilingue,23,Temp.Red.PV,1,1720,A
69,2,Bilingue,24,Temp.Red.PV,1,1247,A
72,2,Bilingue,1,Temp.Red.IV,2,3510,A
72,2,Bilingue,2,Temp.Red.IV,2,2135,A
72,2,Bilingue,3,Temp.Red.IV,2,2785,A
72,2,Bilingue,4,Temp.Red.IV,2,2771,A
72,2,Bilingue,5,Temp.Red.IV,2,2671,A
72,2,Bilingue,6,Temp.Red.IV,2,1421,A
72,2,Bilingue,7,Temp.Red.IV,2,2683,A
72,2,Bilingue,8,Temp.Red.IV,1,4671,A
72,2,Bilingue,9,Non.Temp.Red.IV,2,3460,A
72,2,Bilingue,10,Non.Temp.Red.IV,2,1585,A
72,2,Bilingue,11,Non.Temp.Red.IV,2,2097,A
72,2,Bilingue,12,Non.Temp.Red.IV,1,1797,A
72,2,Bilingue,13,Non.Temp.Red.IV,2,1627,A
72,2,Bilingue,14,Non.Temp.Red.IV,1,2771,A
72,2,Bilingue,15,Non.Temp.Red.IV,1,1545,A
72,2,Bilingue,16,Non.Temp.Red.IV,1,2045,A
72,2,Bilingue,17,Temp.Red.PV,1,3072,A
72,2,Bilingue,18,Temp.Red.PV,1,2470,A
72,2,Bilingue,19,Temp.Red.PV,2,1300,A
72,2,Bilingue,20,Temp.Red.PV,1,1422,A
72,2,Bilingue,21,Temp.Red.PV,2,1581,A
72,2,Bilingue,22,Temp.Red.PV,2,1360,A
72,2,Bilingue,23,Temp.Red.PV,1,1522,A
72,2,Bilingue,24,Temp.Red.PV,1,2967,A
9,3,Bilingue,1,Temp.Red.IV,1,1438,B
9,3,Bilingue,2,Temp.Red.IV,2,1941,B
9,3,Bilingue,3,Temp.Red.IV,1,1275,B
9,3,Bilingue,4,Temp.Red.IV,2,2099,B
9,3,Bilingue,5,Temp.Red.IV,2,3370,B
9,3,Bilingue,6,Temp.Red.IV,1,2399,B
9,3,Bilingue,7,Temp.Red.IV,2,1457,B
9,3,Bilingue,8,Temp.Red.IV,2,926,B
9,3,Bilingue,9,Non.Temp.Red.IV,1,977,B
9,3,Bilingue,10,Non.Temp.Red.IV,0,0,B
9,3,Bilingue,11,Non.Temp.Red.IV,1,2471,B
9,3,Bilingue,12,Non.Temp.Red.IV,1,765,B
9,3,Bilingue,13,Non.Temp.Red.IV,1,1039,B
9,3,Bilingue,14,Non.Temp.Red.IV,1,1500,B
9,3,Bilingue,15,Non.Temp.Red.IV,1,2119,B
9,3,Bilingue,16,Non.Temp.Red.IV,1,2117,B
9,3,Bilingue,17,Temp.Red.PV,1,1520,B
9,3,Bilingue,18,Temp.Red.PV,1,1942,B
9,3,Bilingue,19,Temp.Red.PV,1,1244,B
9,3,Bilingue,20,Temp.Red.PV,2,1769,B
9,3,Bilingue,21,Temp.Red.PV,2,1406,B
9,3,Bilingue,22,Temp.Red.PV,2,1373,B
9,3,Bilingue,23,Temp.Red.PV,2,1940,B
9,3,Bilingue,24,Temp.Red.PV,1,1086,B
13,3,Bilingue,1,Temp.Red.IV,1,2098,A
13,3,Bilingue,2,Temp.Red.IV,2,2781,A
13,3,Bilingue,3,Temp.Red.IV,2,1507,A
13,3,Bilingue,4,Temp.Red.IV,2,3097,A
13,3,Bilingue,5,Temp.Red.IV,1,1560,A
13,3,Bilingue,6,Temp.Red.IV,1,4541,A
13,3,Bilingue,7,Temp.Red.IV,1,1547,A
13,3,Bilingue,8,Temp.Red.IV,2,1354,A
13,3,Bilingue,9,Non.Temp.Red.IV,2,4019,A
13,3,Bilingue,10,Non.Temp.Red.IV,1,2387,A
13,3,Bilingue,11,Non.Temp.Red.IV,1,1868,A
13,3,Bilingue,12,Non.Temp.Red.IV,2,1611,A
13,3,Bilingue,13,Non.Temp.Red.IV,1,2690,A
13,3,Bilingue,14,Non.Temp.Red.IV,2,2711,A
